"","cell1","cell2","cell3","cell4","cell5","cell6","cell7","cell8","cell9","cell10","cell11","cell12","cell13","cell14","cell15","cell16","cell17","cell18","cell19","cell20","cell21","cell22","cell23","cell24","cell25","cell26","cell27","cell28","cell29","cell30","cell31","cell32","cell33","cell34","cell35","cell36","cell37","cell38","cell39","cell40","cell41","cell42","cell43","cell44","cell45","cell46","cell47","cell48","cell49","cell50","cell51","cell52","cell53","cell54","cell55","cell56","cell57","cell58","cell59","cell60","cell61","cell62","cell63","cell64","cell65","cell66","cell67","cell68","cell69","cell70","cell71","cell72","cell73","cell74","cell75","cell76","cell77","cell78","cell79","cell80","cell81","cell82","cell83","cell84","cell85","cell86","cell87","cell88","cell89","cell90","cell91","cell92","cell93","cell94","cell95","cell96","cell97","cell98","cell99","cell100"
"gene1879",0,0,26.1924979831787,224.417879213276,0,38.0275220688649,307.669481895379,294.21650081147,0,0,22.4082636023177,0,0,0,0,0,0,214.598561529281,0,0,0,0,0,163.997885186016,0,0,0,538.297149511478,326.613324384219,0,0,0,37.485858343884,0,0,0,0,0,0,831.702079565928,0,0,339.508707492815,0,0,187.572429212246,123.772088274419,0,208.667270539188,0,225.074814457591,0,0,0,53.7963647579676,0,0,126.110624575763,0,0,8.10250733074907,0,66.7076835746792,89.5416752460233,0,105.182561517734,0,0,0,0,373.207267154251,0,0,81.2764542540385,16.7677359280601,0,0,0,0,0,0,461.852791331017,29.3140480955811,0,29.6061547106963,0,0,144.962005224585,0,0,0,0,0,121.807586907199,0,142.087810294975,0,0,0,380.254057045473
"gene1880",0,8492.92567818549,2112.67589768398,1466.89577113288,493.671204223475,1631.95618753651,0,0,132.302467761751,13437.0841345653,4897.24300762783,173.297209266163,0,0,4084.40987735119,4025.54789324302,2714.33915283933,0,9845.62827226698,0,538.720160966529,1879.31481902733,712.435471895023,650.701907384674,0,0,9820.41430904201,0,232.58312874465,0,0,10.3359949083728,0,0,13127.7374033483,1078.33766194796,2740.8811404096,2187.60684659211,0,0,0,1523.19877109815,0,838.869301789907,5822.27739446338,0,0,284.214250548599,0,0,1563.27753501226,0,4873.05889653419,679.433488206659,0,406.202491149833,0,144.686796065948,0,7839.81934135141,28187.7271480314,0,819.287909032001,14625.1992555343,272.873056360021,9982.89128377719,1810.12503618961,0,3668.71938764326,12166.9430796916,98.837348028242,453.959444312281,0,0,0,5366.37957819245,927.037797155689,2841.01251430257,27902.1846644474,6457.77517334043,0,688.941134322067,33552.5941398525,6278.61484187135,0,460.7734399624,0,481.373433097243,16917.5702772812,0,271.413643518051,3826.95989880432,2147.9359128027,0,275.712729121988,0,73.0500613602238,0,0,2517.9798846291
"gene1881",0,0,0,14.4280269942435,0,0,0,0,0,0,0,0,0,55.7886516444669,0,0,0,0,18.0709708021174,0,0,0,0,122.18860882683,0,0,0,0,0,0,0,0,43.4954738240039,0,0,0,0,6.48787099196751,0,0,0,43.3814583654612,0,0,0,0,0,46.5238708693278,0,0,0,0,0,0,273.2883433609,384.159877213079,141.749980644016,0,0,0,1609.37317182816,0,0,0,0,0,16.8498075020262,0,0,0,0,0,23.6199013416668,0,0,0.033916219300087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.85731134652301,0,0,0,0,15.0207591766794,20.1558277424594,3.14925633829384,145.579075381481,0
"gene1882",0,0,0,0,0,9.93410375418542,0,0,0,0,26.6480755019294,0,0,9.47778588813444,0,0,0,7.40542780281424,0,0,0,0,5.39733813019322,0,0,1.67235595989436,0,0,0,0,0,0,25.609125849972,0,0,0,86.3624905924402,0,0,0,332.617343859473,0,78.4313121045752,0,0,0,0,0,0,0,2.14059053397371,52.7824898477393,0,0,28.2142993856089,38.4676280162901,0,0,0,10.3475184441702,0,0,0,0,0,0,19.5303149235446,0,0,0,0,14.588205070823,0,0,0,0,0,32.2978256509081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.1058096128941,0,0,6.34054035298536,0,0
"gene1883",2956.79683277242,0,1090.67286130266,250.622688566867,0,0,321.562576075474,1333.42178091238,783.785678042152,837.322185282658,4919.52417632744,670.858872038735,116.328276742932,501.161244066661,627.258969700168,776.489944085342,556.817831490448,0,0,0,1070.07931174398,891.108139331564,529.843165597115,1243.19747574615,1706.6002941409,0,1672.92217639994,5759.68634609964,433.832648195229,163.122839052828,867.871979542909,1919.66976396643,0,3462.37435821384,222.367689081706,7798.09204072782,59.708316678509,2432.29686726379,0,0,1879.51489927741,0,110.798965217646,2490.78768860427,0,0,886.358526675785,0,984.650695566813,0,0,498.274542091647,1800.46344160012,0,0,569.388163273069,0,5271.04657280175,1027.85723709128,0,108.41041709712,123.768396330134,0,0,2681.26656157301,733.188587839544,0,6646.81882523082,0,387.653354338055,219910.573431164,828.449263723329,0,0,88.5723871426089,0,8277.43073902529,1387.3035863624,1517.6908659403,0,495.052430405376,0,0,3714.15215585363,0,0,308.836815301387,0,0,627.363017655892,550.52595761824,6128.68775021295,1005.04292972994,0,0,1789.80687239504,10965.5754981842,2985.75702429995,583.883518545571,374.841807918912
"gene1884",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7409081378434,0,0,0,0,2.45891586452789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93457430319885,0,0,0,0,0,20.8905676385884,8.84677982570839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5471946945518
"gene1885",0,199.32798547841,22.6655453862293,0,0,0,0,16.8527211127716,0,0,0,72.7893273517815,0,73.9510177423562,0,40.3156393642683,0,0,0,0,143.140705203208,0,61.7147238683846,0,790.778798926786,0,1423.8441736253,0,0,0,0,51.1119150254766,0,0,0,47.0339252636679,0,0,0,0,0,11.5629856468064,0,0,0,0,20.8394174076309,0,0,0,0,0,0,0,113.557979610555,0,0,155.495473594329,0,0,0,0,232.099009901283,0,0,0,20.2933852654688,70.207015468463,0,0,220.915223471539,0,0,12.2358129893429,0,0,0,0,0,19.5307894629017,46.8589948663962,645.835988437585,126.899904302611,43.5013831380195,0,0,27.8036066532283,46.8378617205085,0,0,0,8.19725813863944,0,37.3941298284721,0,0,0,0,0,0
"gene1886",0,0,0,0,0,483.808065506832,335.459462935149,556.297746061835,0,0,0,158.412915716674,0,0,1654.80860493925,0,184.125239107648,14.8624884483731,62.9906409817738,0,30.9104615641856,0,329.121340828231,424.233516113368,23.5404491538666,0,5.98893224505362,233.698903157495,0,0,0,23.2588146459312,194.746425769341,0,779.102175032526,0,0,0,0,0,0,0,0,39.0681920204465,0,0,129.101302737575,0,1276.89254615114,0,481.151880331241,143.122923916519,0,0,1579.14470818257,0,0,0,0,0,1593.87887602282,0,97.3007254588959,0,0,0,0,0,0,1.83775768289732,0,0,183.539698461375,0,928.935675908323,0,0,368.721978998342,0,192.364205588862,65.9044754444884,0,109.345787101908,21.32777963955,0,138.394130233865,563.737351187473,0,0,0,0,0,0,0,0,315.48988339049,0,0,0,0
"gene1887",0,1692.81838362534,112.384615399033,0,0,21.4961317005745,0,103.250570097299,8.40183952489493,0,0,0,0,0,0,129.322058230308,0,0,0,0,0,0,38.3146357496026,0,23.7494152859584,0,0,0,0,0,0,0,0,0,0,33.7474948737544,22.2302322023525,0,0,54.8360791568442,0,0,160.207132868286,0,0,0,0,1.33098597698169,0,42.7834956164969,0,0,8.34282154123238,0,0,0,1143.06751868007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277.52653241531,9.84626478936572,0,0,31.163664947972,0,0,109.696844380265,0,0,0,0,0,0,149.973784996929,0,0,0,0,0,0,0,96.7080744099464,0
"gene1888",0,71.0511180911713,68.2675640560899,32.6027890089892,168.801845180473,0,0,115.318879152766,4344.9711035932,299.202960626115,0,185.580103088655,674.816073294102,0,0,119.868063878332,0,0,0,0,50.7594374930372,0,0,0,0,1232.08802074957,72.5121280000109,0,488.817291558562,987.13793035763,0,0,178.006026996922,155.645928760907,0,169.886064292318,0,132.122421817034,0,0,0,0,0,91.401947924404,665.266890564489,0,0,0,659.664364501062,0,0,0,0,20.3355567704645,186.268291028911,857.465026368675,181.173254543455,203.096028875163,0,2713.80196948476,0,0,0,0,113.864971657681,0,920.390351238882,85.9031809123223,0,0,30.6603012151361,175.041397271407,0,45.6767623415948,89.6043714937133,0,0,0,183.872384762187,0,359.000332405834,0,0,0,0,0,78.2583840934858,0,598.44615717987,0,165.708607689176,1813.41224134622,0,205.579625141203,827.651319086207,95.9474950952993,0,0,0,0
"gene1889",0,30.7724964355097,12.8675129373387,85.7591228751579,0,0,181.779863814931,0,465.655865825852,0,0,0,0,0,199.943644445867,0,0,0,417.245898290644,0,0,165.335794262426,0,473.661579431227,0,0,0,0,13.96314254654,0,0,0,0,0,25.1225961866419,2.28806845896623,0,0,152.918988331992,0,236.454395118346,0,0,0,0,0,0,0,0,53.4416851149212,11.7729145480387,0,1311.40924347341,0,0,120.02949303853,0,10.9239412510053,0,0,0,103.685013951407,0,0,23.5398891255116,0,2971.50557559289,68.7055669439367,0,0,31.6268344805626,279.317585960086,2393.49437914585,0,549.748958216779,0,0,0,0,0,0,307.545224145531,41.172913735628,0,495.476927873404,0,0,0,287.165374179331,1086.51042578684,0,49.9237211442094,0,415.071268536972,22.3189789371739,324.984018144986,0,0,242.791011547069,2586.18175616558
"gene1890",0,0,0,46.7287295450638,0,0,0,0,0,0,0,0,115.127332223718,0,0,126.218259534687,0,0,0,2.29303467306256,381.385017478368,0,0,0,0,0,0,0,0,0,0,0,7.35508836351787,0,0,0,0,0,164.606808210963,0,0,0,0,0,0,396.289327502556,172.836680199904,0,180.155631517144,81.0564572495668,75.5907830988384,0,0,0,0,0,0,0,0,18.6189344421961,54.2372733269919,0.583212768396782,51.7768824097711,0,13.110194622326,16.1304150861582,0,0,162.95724226861,6.18932141735182,0,2.98021761704496,0,0,1467.21820121818,9.84242785682941,0,0,0,427.867655344791,0,1.45278277009718,0,0,0,0,0,0,364.510505705451,0,103.642961842462,0,0,0,0,156.98253259344,0,0,0,0
"gene1891",0,0,0,13.406327146893,0,0,0,24.0887900295426,0,0,0,0,0,0,0,0,0,0,19.3380195075497,0,0,14.0843883684777,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48166054332891,0,120.546718145287,0,0,18.0885689484248,0,0,0,5.75274970872423,16.6448769046214,0,0,0,0,0,0,0,0,0,23.5936541372769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.468246070203,15.1099266543389,0,12.4680052372959,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5100893048604,0,0,0
"gene1892",0,0,0,0,0,0,0,109.319831194995,0,0,0,0,113.055359910678,11.1331896411217,12.6783931436115,40.0392539213851,0,16.4013085124568,72.5632836367559,0,0,0,486.416085791925,0,0,263.617879650908,53.3323086111287,0,0,0,276.416305071552,0,0,0,0,0,57.9037672045188,0,0,0,0,0,0,69.6039928069581,0,0,0,0,0,148.762736305653,0,0,0,0,0,0,0,0,0,34.355756590986,0,164.092620119605,0,276.595517207854,41.756463397362,0,0,0,58.4032264933561,0,0,8.55445284317375,11.6936588616122,0,0,0,152.742767415913,97.951943342838,0,0,0,99.5393092616317,0,0,0,0,0,0,0,305.277629405283,236.128694234224,102.770038719704,179.216496664951,43.9439826890361,137.199725081519,0,0,0,242.510196583249,79.1703639542294
"gene1893",0,0,0,0,1293.54018822097,8.81190314488875,0,145.149917604463,29.3516263254529,0,0,0,0,0,0,481.595122663009,0,0,0,0,0,0,848.252570077904,0,0,0,0,0,0,0,0,0,0,77.2071040761958,468.134034961333,0,0,0,37.8695901489898,1658.13299505587,0,0,0,0,0,1911.21149284327,0,0,0,78.4619782266196,0,29.1625875918425,10.1945722261217,120.1710896211,0,75.6957767032862,0,0,0,0,0,0,0,0,2.25913902654051,8.18108105930701,0,145.480892336337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.9532095372259,12.3606240257761,0,229.822639381125,0,0,0,0,0,0,0,0,0,32.021594571999,0,0,15.8352901803441,0
"gene1894",0,0,324.159993102423,0,0,0,9.15635377883714,0,0,0,0,0,0,10.7518600453761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.5929908363079,0,0,0,0,0,0,0,0,0,0,19.222473530384,0,0,0,107.945087717573,0,0,0,0,0,0,4.13823078848543,82.4516509938395,0,23.9524353059367,0,0,0,0,0,30.9728802715622,7.39254394824023,0,1.11883838980049,0,17.474744801748,0,0,0,0,0,0,0,0,231.36905804824,0,66.3091524831321,0,0,0,0,0,0,0,0,43.4528093561215
"gene1895",0,0,0,195.534030061539,0,0,269.494211409119,0,192.732920578015,0,0,197.073389292923,0,61.8626103252556,0,0,0,0,0,391.18579761753,86.2032240968342,0,0,12.6357928251715,0,0,2.92880563704087,0,0,0,0,0,0,0,113.54471844939,0,82.9262042870606,0,61.9914789290777,0,172.345659751968,0,0,0,0,0,0,0,0,157.208090331463,0,1330.23303843949,2800.87149009359,0,0,0,0,0,0,17.9966704938211,15.8866132167715,0,0,0,20.2684343307171,26.2237361493142,0,27.9672919749149,267.858797410414,0,0,0,27.5177320922667,43.8762149369031,0,144.589198226993,0,0,0,87.7739620961776,33.1529996873255,0,0,0,0,0,67.9987598063187,0,0,55.2313113761278,0,0,0,0,0,0,94.3425132967136,0,0,0
"gene1896",0,0,0,188.952309187372,0,7.87518324959695,0,727.813374856575,0,0,0,0,0,0,0,43.0316329507246,0,31.5689508116684,0,0,0,0,0,1.13622950487412,7.85537332502845,0,0,0,0,0,207.102774199044,0,31.8938390316258,16.6232417407732,11.887658139587,0,0,262.541609079825,2971.21340639296,0,0,0,257.013807756715,0,22.3340280480914,0,0,0,0,0,10.6236911365263,0,0,0,135.301660587088,0,10.7288562867648,0,0,0,0,0,0,290.664916595391,0,35.483794568955,0,220.411846038817,0,0,207.138204061575,8.46887539695663,343.024569710868,0,28.4215315442441,330.093571104601,0,938.282286480557,197.441943155652,0,0,0,22.2260265679122,0,889.411125151439,419.888927369951,983.624796527586,0,0,0,0,17.8622884314564,0,0,0,1.89122989724785,56.0521774403043,63.7424413015015,0,0
"gene1897",0,0,8.3131084754525,0,99.7531310329707,0,0,0,10.0075749635765,0,0,193.091125323593,35.2575626739264,104.740573480955,13.8694069642638,0,0,0,0,56.7530557164387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.710611273906,0,0,0,0,19.6041334996375,0,30.880424985602,0,39.2491081116084,725.995589963562,0,391.131008563804,0,0,0,0,38.576945621458,27.3438934220612,0,67.4851688917378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.2818210778196,23.658766633051,0,0,0,8.9448358024836,0,0,0,0,0,182.915480324095,1.91633717335011,0,17.7689787101337,0,276.266106611998,0,0,0,0,0,0,0,0,27.2427255294551,0,108.922515396781,0
"gene1898",0,272.784562081538,27.1529615409579,497.861841844147,182.146875130738,309.646927662795,0,0,266.609246232339,0,0,180.812708653128,0,23.9835687968546,405.284319678862,0,0,78.6308640499049,0,42.2354586594781,110.057475542627,0,0,0,93.2360157216619,0,174.420431038764,32.3964815912735,0,0,0,651.684259130775,63.0329527526297,0,0,30.5705278715709,0,2003.25845617261,0,129.78550255749,24.3612552000643,0,0,130.326885719308,642.09860399127,0,0,0,112.265004339186,237.893412766573,0,0,0,291.769167915623,0,444.194646644892,0,0,0,0,0,0,0,0,0,0,0,401.880738905008,45.7673103954469,0,0,0,0,0,0,0,0,230.586307074574,0,514.303467344062,0,111.251360997691,0,113.487823389783,18.4922011776184,1291.1103540725,0,0,0,0,0,0,153.606306402322,45.2862288430446,0,173.619983772413,0,0,141.872563655978,4.83058489078157
"gene1899",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25875495674868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene1900",78.6158895687766,0,0,0,0,0,0,785.140000619494,0,285.908564110987,0,9277.15014191247,265.351061484751,0,4.85521069082625,55.8862875107386,171.455225045294,0,0,49.5536195392916,0,248.2494590606,0,0,0,0,0,0,0,26.6276284323496,0,4.97759722231763,0,0,0,0,2.05134855977266,0,0,48.7669385435252,198.235264839648,0,0,0,75.6145277474668,0,307.971981798576,0,0,0,0,0,335.006318592232,305.62513468964,133.309614867131,14444.799736557,0,330.385725253042,31.7966837209231,44.1302743997625,142.423086271539,0,6.03940280929105,157.702268770997,849.326628987961,172.747194462291,0,183.364075048147,0,0,108.845915939496,947.996000969219,0,0,0,0,0,0,215.57660948309,166.952155427638,5174.67164724882,724.950278101545,0,0,0,120.715467706625,0,0,0,0,0,56.409022980186,0,0,0,0,0,0,0,0
"gene1901",0,7.05004640575018,0,0,0,0,0,0,0,20.2924148093016,0,0,0,0,0,0,0,61.0837604988568,40.3726226685797,0,0,0,21.6196448054592,0,0,0,0,0,0,6.25858538622991,565.841255578274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9620844921069,0,0,10.5989734175018,0,0,0,0,0,0,0,73.714603110718,0,0,0,0,0,0,24.5031067655652,0,0,0,0,0,0,0,0,0,60.3650910695532,57.8891884347465,0,0,0,129.748991083837,0,267.643656207165,0,0,254.383639886334,66.7724715788146,0,11.8278774538045,34.0017722124235,0,32.3174819427158,0,0,0,0,0,0,0,0,0,0
"gene1902",0,0,118.445731920301,0,4.64528823374726,0,0,179.554896666257,0,0,0,0,0,0,177.487579035086,96.202055764233,0,0,96.8637767823074,0,0,0,491.996155062165,0,0,68.515357290071,0,255.664349120965,0,0,0,0,0,0,0,0,0,19.191451555406,0,0,197.451301981053,0,9.88161125430893,0,0,0,18.1003946867143,0,0,0,0,101.037281610086,0,0,56.8879364054009,0,64.1099661908106,0,0,1078.87660056322,0,0,0,0,0,249.494998570328,0.943194268323074,0,1070.93327767884,0,22.7142591729743,0,5.50824411562182,0,544.535524035986,0,108.191504573956,80.5358280511063,0,119.533280131473,0,0,10.6875254004294,187.299491817202,0,247.808409861225,0,0,0,69.2319399263518,0,0,0,0,0,0,452.449010549179,0,48.3864376148078,0
"gene1903",0,0,0,67.7253816061657,43.226029943783,33.8296183080381,0,159.393839373166,437.186011546967,1930.55655005495,0,0,0,0,0,54.748092259187,0,0,121.738378204814,34.6697287274115,0,354.880829110015,121.046223984014,53.3185663546271,0,244.57047250679,0,0,0,0,0,4.26257313476679,0,50.5659235819861,0,1410.43359247985,138.337537203234,167.405773074167,0,0,432.055385137224,0,0,0,0,0,0,0,34.2873979815277,19.1276961432916,1128.36857071725,0,0,0,0,121.015291837667,868.779290553338,0,0,0,3718.05541119751,195.671201119217,0,255.70970749793,0,95.4276461478642,7.11542041665859,0,858.190770509931,0,0,0,0,41.9965862997393,2739.56603218113,43.4189715261719,0,0,742.578318636267,421.280655834318,0,0,855.152476042402,1111.42060464695,0,0,112.657486754009,0,0,583.255959185195,296.75390898144,0,0.898814922509697,0,3.03615297956564,260.543580619509,0,0,283.629226005217,0
"gene1904",0,984.23019049123,1125.19995921389,0,0,157.459095676772,0,0,0,0,0,0,0,0,0,0,127.741772153475,0,0,0,84.0443302798625,15.2066264035867,0,0,0,3.6254448530553,0,0,0,0,0,107.241733814841,0,257.672948794914,0,85.0781603860296,0,0,0,0,0,0,2758.11633209385,0,0,0,0,0,47.9486339834868,24.4048897424885,0,213.193944576361,0,0,63.9031774942698,90.4081045029633,56.9200896716868,0,0,0,64.27574100183,340.420014460933,0,0,0,137.78760570149,0,0,0,375.601285706141,233.86348189171,313.48386505942,34.9160157424828,0,360.43288452827,0,0,236.997955451887,0,0,0,0,0,0,0,0,0,203.609444355002,9.92861794186587,0,0,0,0,0,0,0,0,0,0,47.4520495971814
"gene1905",0,115.388206165846,0,0,3.14956815093902,0,63.0771063034536,0,0,119.081520410027,0,0,0,0,48.2664170862352,0,0,169.456581227687,148.806391485645,0,11.6013813001118,0,0,0,99.4163684351971,0,0,0,237.389458613156,0,0,0,10.3942055861513,0,0,0,0,0,0,0,14.9532567770867,0,0,435.56744885961,0,0,0,40.7856581126655,188.441312484633,43.240511928341,0,0,0,0,0,0,16.3174800399859,0,75.4161872689516,0,720.113746408423,0,0,42.3081256872579,0,0,0,0,12.5124902715599,0,0,0,190.066634237902,0,53.3504555892107,0,0,0,0,58.416156450989,31.5450574434365,0,0,0,0,0,0,1478.55492520921,0,0,0,0,0,0,0,0,82.5391067882641,0,11.8312832004288,0
"gene1906",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04693000438702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene1907",119.19095015457,0,0,0,0,0,24.0181494803524,0,0,0,0,26.1393666725294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.4069408382779,45.2341491275677,0,0,14.5795316416473,0,99.1894494810965,0,0,0,0,0,0,0,0,0,0,0,2.22286816846168,0,0,0,0,0,0,0,0,0,0,0,0,166.580102006917,0,86.7112228534887,0,0,168.647868832026,0,0,433.763358756404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.90186068551768,64.4097510883601,0,0,0,0,0,0,0,0,0,0
"gene1908",0,750.75249277693,641.511434759827,257.430919142658,3952.57281128318,0,680.062001660307,0,104.388477538945,0,0,0,0,63.1449077030431,0,0,0,46.6551810029767,684.477429023972,0,363.924601605598,657.66261714483,572.70730238537,0,1120.89286107374,591.180751776684,2034.88556496627,280.497559337637,71.5780916240123,0,41.8391837622386,0,516.37712646215,732.131266222139,0,0,0,0,0,38.8138118100544,0,0,500.747945233948,0,7.36453494888777,0,0,0,0,38.4814626101502,0,0,444.03544623593,0,0,0,0,0,0,0,172.78738199019,0,0,0,270.238030054684,0,0,0,896.952935683282,26.5501898425085,0,0,180.167489441367,242.664617600227,0,0,0,33.311972836309,0,0,196.441829212426,0,0,48.5098501931705,0,0,144.743067451794,0,0,323.817903171147,0,0,0,0,0,0,0,1124.07312404716,1034.84337259836,0
"gene1909",0,0,0,0,0,0,0,0,0,153.672420740953,0,0,0,0,0,0,0,0,0,10.4437119342253,0,0,0,0.368099349869644,0,0,0,0,0,8.14817586281036,0,0,0,0,0,0.020233122300229,0,0,0,0,0,0,0,0,0,0,0,0,0,299.716127447044,0,0,0,0,0,0,0,3.05291754268106,0,0,0,0,0.123232834934025,0,30.6209758139096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3316578814886,0,0,0,0,0,0,0,0,0
"gene1910",34.1958841600767,184.241749572172,0,0,1.81636220123277,0,25.8243514580007,0,0,0,0,0,0,0,0,0,0,0,0,0,9.86593647094639,0,0,0,0,12.8882283597392,90.6518607429583,0,33.5387321043437,0,0,0,91.431670435903,15.1163350954153,0,0,4.44045052133087,0,0,0,0,0,0,0,581.350985598642,194.232273464154,0,0,0,0,0,731.526594374911,0,0,0,0,0,0,56.542808460081,0,0,0,774.059639926628,0,0,0,0,0,0,0,0,0,25.7760272498134,0,0,0,0,0,0,0,21.916544230089,202.741603008868,0,11.6553070722672,0,0,0,180.555164009898,0,242.979881508445,0,162.521067902141,0,0,0,0,0,0,0,14.98774321638
"gene1911",0,0,0,0,0,0,0,0,422.798306617709,0,0,0,38.2693712961129,0,0,0,290.301686217762,18.5316051569369,0,0,0,0,0,0,203.693144981361,105.351631356598,22.0525520687643,0,0,0,0,0,0,10.2481223391261,0,0,0,0,0,0,0,0,0,0,179.667218514667,0,115.280893802383,0,180.006862208175,0,0,35.5149944075341,26.2374642195206,0,154.603753976966,0,107.737274314747,17.5766693612052,0,0,90.1226183743519,0,0,155.270048813753,0,5.15301392157471,0,17.0033980524817,0,224.484256477861,0,0,0,103.116563930221,0,0,87.0471294640632,0,0,200.256067310265,0,18.4440249126009,0,32.1718763859519,0,99.3971248817714,0,0,0,619.089251918625,0,0,32.3969177018278,0,54.9101901921793,20.4021043968553,0,616.802534563345,0,0
"gene1912",0,75.6497791789822,0,0,0,184.073185813706,0,372.855741348964,62.1932030600414,0,0,0,87.1031098182056,0,0,0,0,0,117.349340942435,0,0,184.868726968127,0,13.3234929047817,0,0,0,0,0,31.7670659897242,0,0,45.0200499854517,0,9.49880772805627,98.2716925163124,0,0,0,0,0,0,0,0,69.4836741756649,0,85.9348777518424,0,0,0,27.2948768289135,41.578741122902,0,0,0,0,0,55.4759125987792,0,0,0,0,0,0,0,0,11.765440629453,0,0,0,0,33.5448829060819,120.504531316427,0,0,0,0,28.6225045753647,0,0,0,0,0,0,0,103.660413732415,0,0,0,2.81427232146299,0,0,0,0,0,0,0,0,47.235463616187,0
"gene1913",0,254.374810471076,0,0,0,0,0,0,0,0,0,149.223485160376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3907609278976,0,0,0,0,65.5503132805538,0,0,0,0,0,0,26.8954227546448,0,0,0,0,0,0,0,0,0,0,0,0,12.9673366394509,0,0,0,0,0,0,0,3.01277140240558,0,10.1786483759965,6.19928174716307,148.223097163653,0,0,0,0,0,0,34.474840765986,1.10293375951733,0,0,0,0,92.5762743596823,0,0,0,301.608278084309,0,0,0,0,0,0,0,0,0,0,11.251774904179,0,0,0,0,31.0585604780854,0,0
"gene1914",0,0,0,17.3644715354477,0,0,0,0,0,0,0,0,2.79379578854491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1958808176231,1.53970618571033,0,0,0,0,0,4.59670699702234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2526285201244,0,6.49183232664022,0,0,0,0,0,0,0,0,15.6628387611037,0,0,0,0,0,0,0,3.38430981510274,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene1915",0,0,3.3039988098334,305.397531163398,225.704543456071,0,0,154.666550524535,0,0,0,24.1555321314957,0,214.401022199602,0,0,0,2817.68469329506,423.495108669131,426.112321939785,120.569867762995,0,410.166950347817,0,0,0,0,505.67406327054,0,1376.06073705665,0,92.4461434029263,139.493554424692,0,49.0158908069592,93.2160716924415,0,0,169.268892020912,801.913909433838,0,339.345244823797,0,0,0,0,4960.74758536621,980.677840059835,2328.02195397479,0,413.690157706403,1117.61132308288,0,0,0,19.7505645854544,0,349.738178429821,469.42222118003,0,0,205.679477692741,0,293.07934757465,0,0,115.005848221678,0,3557.70162903264,0,0,0,22.3715051761149,29.7401779156136,318.374373998874,0,6.08006087627954,596.279800920523,0,0,0,0,0,170.986262927161,0,0,376.571901586088,0,26.5498666730503,0,0,0,0,925.015897506326,0,241.175298368014,0,0,10.718280052165,331.411478647041
"gene1916",0,0,0,0,0,0,0,0,0,0,6.4229751385895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13145543282845,0,0,3.30184932765307,0,0,0,0,0,0,0,0,0,0.0427465287301712,0,0,0,0,0,0,43.3304559484714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8788812290954,0,0
